,weight_2019,pitax_2019,total_gross_income_2019,weight_ref_2019,pitax_ref_2019,total_gross_income_ref_2019,weight_ref_2020,pitax_ref_2020,total_gross_income_ref_2020,weight_ref_2021,pitax_ref_2021,total_gross_income_ref_2021,weight_ref_2022,pitax_ref_2022,total_gross_income_ref_2022,weight_ref_2023,pitax_ref_2023,total_gross_income_ref_2023,weight_ref_2024,pitax_ref_2024,total_gross_income_ref_2024,weight_ref_2025,pitax_ref_2025,total_gross_income_ref_2025,weight_ref_2026,pitax_ref_2026,total_gross_income_ref_2026,weight_ref_2027,pitax_ref_2027,total_gross_income_ref_2027,ETR,ETR_ref
46,"16,417.0000",125.0000,"1,676.0000","16,417.0000",132.0000,"1,676.0000","16,417.0000",116.0000,"1,559.0000","16,417.0000",162.0000,"1,902.0000","16,417.0000",184.0000,"2,054.0000","16,417.0000",209.0000,"2,219.0000","16,417.0000",227.0000,"2,329.0000","16,417.0000",246.0000,"2,446.0000","16,417.0000",265.0000,"2,568.0000","16,417.0000",286.0000,"2,697.0000",0.0746,0.0788
47,"16,416.0000",129.0000,"1,703.0000","16,416.0000",136.0000,"1,703.0000","16,416.0000",121.0000,"1,584.0000","16,416.0000",167.0000,"1,932.0000","16,416.0000",190.0000,"2,087.0000","16,416.0000",217.0000,"2,254.0000","16,416.0000",235.0000,"2,367.0000","16,416.0000",254.0000,"2,485.0000","16,416.0000",273.0000,"2,609.0000","16,416.0000",294.0000,"2,740.0000",0.0757,0.0799
48,"16,409.0000",132.0000,"1,728.0000","16,409.0000",139.0000,"1,728.0000","16,409.0000",124.0000,"1,607.0000","16,409.0000",171.0000,"1,961.0000","16,409.0000",195.0000,"2,118.0000","16,409.0000",222.0000,"2,287.0000","16,409.0000",240.0000,"2,402.0000","16,409.0000",259.0000,"2,522.0000","16,409.0000",279.0000,"2,648.0000","16,409.0000",301.0000,"2,780.0000",0.0764,0.0804
49,"16,416.0000",136.0000,"1,757.0000","16,416.0000",143.0000,"1,757.0000","16,416.0000",127.0000,"1,634.0000","16,416.0000",175.0000,"1,994.0000","16,416.0000",200.0000,"2,153.0000","16,416.0000",227.0000,"2,326.0000","16,416.0000",246.0000,"2,442.0000","16,416.0000",265.0000,"2,564.0000","16,416.0000",286.0000,"2,692.0000","16,416.0000",307.0000,"2,827.0000",0.0774,0.0814
50,"16,404.0000",136.0000,"1,785.0000","16,404.0000",144.0000,"1,785.0000","16,404.0000",128.0000,"1,660.0000","16,404.0000",177.0000,"2,025.0000","16,404.0000",202.0000,"2,187.0000","16,404.0000",230.0000,"2,362.0000","16,404.0000",248.0000,"2,481.0000","16,404.0000",268.0000,"2,605.0000","16,404.0000",288.0000,"2,735.0000","16,404.0000",310.0000,"2,872.0000",0.0762,0.0807
51,"16,419.0000",141.0000,"1,816.0000","16,419.0000",150.0000,"1,816.0000","16,419.0000",133.0000,"1,689.0000","16,419.0000",184.0000,"2,061.0000","16,419.0000",210.0000,"2,226.0000","16,419.0000",238.0000,"2,404.0000","16,419.0000",257.0000,"2,524.0000","16,419.0000",277.0000,"2,650.0000","16,419.0000",298.0000,"2,783.0000","16,419.0000",321.0000,"2,922.0000",0.0776,0.0826
52,"16,408.0000",145.0000,"1,846.0000","16,408.0000",154.0000,"1,846.0000","16,408.0000",137.0000,"1,717.0000","16,408.0000",190.0000,"2,094.0000","16,408.0000",216.0000,"2,262.0000","16,408.0000",245.0000,"2,443.0000","16,408.0000",264.0000,"2,565.0000","16,408.0000",285.0000,"2,693.0000","16,408.0000",306.0000,"2,828.0000","16,408.0000",329.0000,"2,969.0000",0.0785,0.0834
53,"16,408.0000",149.0000,"1,875.0000","16,408.0000",158.0000,"1,875.0000","16,408.0000",141.0000,"1,744.0000","16,408.0000",195.0000,"2,127.0000","16,408.0000",222.0000,"2,298.0000","16,408.0000",251.0000,"2,481.0000","16,408.0000",271.0000,"2,606.0000","16,408.0000",292.0000,"2,736.0000","16,408.0000",314.0000,"2,873.0000","16,408.0000",338.0000,"3,016.0000",0.0795,0.0843
54,"16,419.0000",153.0000,"1,907.0000","16,419.0000",162.0000,"1,907.0000","16,419.0000",144.0000,"1,773.0000","16,419.0000",200.0000,"2,163.0000","16,419.0000",227.0000,"2,336.0000","16,419.0000",257.0000,"2,523.0000","16,419.0000",277.0000,"2,649.0000","16,419.0000",298.0000,"2,782.0000","16,419.0000",321.0000,"2,921.0000","16,419.0000",345.0000,"3,067.0000",0.0802,0.0850
55,"16,406.0000",157.0000,"1,936.0000","16,406.0000",166.0000,"1,936.0000","16,406.0000",148.0000,"1,801.0000","16,406.0000",205.0000,"2,197.0000","16,406.0000",233.0000,"2,373.0000","16,406.0000",263.0000,"2,563.0000","16,406.0000",284.0000,"2,691.0000","16,406.0000",305.0000,"2,825.0000","16,406.0000",328.0000,"2,966.0000","16,406.0000",353.0000,"3,115.0000",0.0811,0.0857
56,"16,415.0000",157.0000,"1,969.0000","16,415.0000",168.0000,"1,969.0000","16,415.0000",150.0000,"1,832.0000","16,415.0000",208.0000,"2,234.0000","16,415.0000",236.0000,"2,413.0000","16,415.0000",267.0000,"2,606.0000","16,415.0000",287.0000,"2,737.0000","16,415.0000",309.0000,"2,873.0000","16,415.0000",332.0000,"3,017.0000","16,415.0000",358.0000,"3,168.0000",0.0797,0.0853
57,"16,412.0000",164.0000,"2,002.0000","16,412.0000",174.0000,"2,002.0000","16,412.0000",155.0000,"1,862.0000","16,412.0000",216.0000,"2,272.0000","16,412.0000",245.0000,"2,453.0000","16,412.0000",276.0000,"2,649.0000","16,412.0000",297.0000,"2,782.0000","16,412.0000",319.0000,"2,921.0000","16,412.0000",343.0000,"3,067.0000","16,412.0000",370.0000,"3,220.0000",0.0819,0.0869
58,"16,408.0000",168.0000,"2,036.0000","16,408.0000",179.0000,"2,036.0000","16,408.0000",159.0000,"1,893.0000","16,408.0000",222.0000,"2,310.0000","16,408.0000",251.0000,"2,495.0000","16,408.0000",283.0000,"2,694.0000","16,408.0000",304.0000,"2,829.0000","16,408.0000",327.0000,"2,970.0000","16,408.0000",352.0000,"3,119.0000","16,408.0000",380.0000,"3,275.0000",0.0825,0.0879
59,"16,417.0000",173.0000,"2,071.0000","16,417.0000",184.0000,"2,071.0000","16,417.0000",163.0000,"1,926.0000","16,417.0000",228.0000,"2,350.0000","16,417.0000",257.0000,"2,538.0000","16,417.0000",289.0000,"2,741.0000","16,417.0000",311.0000,"2,878.0000","16,417.0000",335.0000,"3,022.0000","16,417.0000",361.0000,"3,173.0000","16,417.0000",389.0000,"3,331.0000",0.0835,0.0888
60,"16,414.0000",180.0000,"2,108.0000","16,414.0000",191.0000,"2,108.0000","16,414.0000",169.0000,"1,960.0000","16,414.0000",236.0000,"2,391.0000","16,414.0000",266.0000,"2,583.0000","16,414.0000",299.0000,"2,789.0000","16,414.0000",321.0000,"2,929.0000","16,414.0000",346.0000,"3,075.0000","16,414.0000",373.0000,"3,229.0000","16,414.0000",403.0000,"3,390.0000",0.0854,0.0906
61,"16,408.0000",182.0000,"2,144.0000","16,408.0000",195.0000,"2,144.0000","16,408.0000",172.0000,"1,994.0000","16,408.0000",240.0000,"2,432.0000","16,408.0000",271.0000,"2,627.0000","16,408.0000",304.0000,"2,837.0000","16,408.0000",327.0000,"2,979.0000","16,408.0000",352.0000,"3,128.0000","16,408.0000",380.0000,"3,284.0000","16,408.0000",410.0000,"3,449.0000",0.0849,0.0910
62,"16,410.0000",188.0000,"2,183.0000","16,410.0000",201.0000,"2,183.0000","16,410.0000",177.0000,"2,030.0000","16,410.0000",247.0000,"2,477.0000","16,410.0000",278.0000,"2,675.0000","16,410.0000",312.0000,"2,889.0000","16,410.0000",336.0000,"3,034.0000","16,410.0000",362.0000,"3,185.0000","16,410.0000",390.0000,"3,345.0000","16,410.0000",421.0000,"3,512.0000",0.0861,0.0921
63,"16,420.0000",193.0000,"2,224.0000","16,420.0000",207.0000,"2,224.0000","16,420.0000",183.0000,"2,068.0000","16,420.0000",254.0000,"2,523.0000","16,420.0000",286.0000,"2,725.0000","16,420.0000",320.0000,"2,943.0000","16,420.0000",345.0000,"3,090.0000","16,420.0000",372.0000,"3,245.0000","16,420.0000",402.0000,"3,407.0000","16,420.0000",433.0000,"3,577.0000",0.0868,0.0931
64,"16,409.0000",199.0000,"2,263.0000","16,409.0000",213.0000,"2,263.0000","16,409.0000",189.0000,"2,105.0000","16,409.0000",262.0000,"2,568.0000","16,409.0000",294.0000,"2,773.0000","16,409.0000",330.0000,"2,995.0000","16,409.0000",355.0000,"3,145.0000","16,409.0000",383.0000,"3,302.0000","16,409.0000",413.0000,"3,467.0000","16,409.0000",446.0000,"3,640.0000",0.0879,0.0941
65,"16,406.0000",205.0000,"2,305.0000","16,406.0000",220.0000,"2,305.0000","16,406.0000",195.0000,"2,144.0000","16,406.0000",269.0000,"2,616.0000","16,406.0000",302.0000,"2,825.0000","16,406.0000",339.0000,"3,051.0000","16,406.0000",365.0000,"3,203.0000","16,406.0000",394.0000,"3,364.0000","16,406.0000",425.0000,"3,532.0000","16,406.0000",460.0000,"3,708.0000",0.0889,0.0954
66,"16,417.0000",209.0000,"2,351.0000","16,417.0000",227.0000,"2,351.0000","16,417.0000",201.0000,"2,187.0000","16,417.0000",277.0000,"2,668.0000","16,417.0000",310.0000,"2,881.0000","16,417.0000",348.0000,"3,112.0000","16,417.0000",376.0000,"3,268.0000","16,417.0000",406.0000,"3,431.0000","16,417.0000",438.0000,"3,602.0000","16,417.0000",475.0000,"3,783.0000",0.0889,0.0966
67,"16,417.0000",216.0000,"2,396.0000","16,417.0000",234.0000,"2,396.0000","16,417.0000",208.0000,"2,228.0000","16,417.0000",285.0000,"2,719.0000","16,417.0000",319.0000,"2,936.0000","16,417.0000",359.0000,"3,171.0000","16,417.0000",387.0000,"3,329.0000","16,417.0000",418.0000,"3,496.0000","16,417.0000",452.0000,"3,671.0000","16,417.0000",492.0000,"3,854.0000",0.0902,0.0977
68,"16,403.0000",222.0000,"2,442.0000","16,403.0000",241.0000,"2,442.0000","16,403.0000",214.0000,"2,271.0000","16,403.0000",293.0000,"2,770.0000","16,403.0000",329.0000,"2,992.0000","16,403.0000",370.0000,"3,231.0000","16,403.0000",399.0000,"3,393.0000","16,403.0000",430.0000,"3,563.0000","16,403.0000",466.0000,"3,741.0000","16,403.0000",509.0000,"3,928.0000",0.0909,0.0987
69,"16,417.0000",228.0000,"2,492.0000","16,417.0000",247.0000,"2,492.0000","16,417.0000",220.0000,"2,318.0000","16,417.0000",300.0000,"2,827.0000","16,417.0000",336.0000,"3,054.0000","16,417.0000",379.0000,"3,298.0000","16,417.0000",409.0000,"3,463.0000","16,417.0000",441.0000,"3,636.0000","16,417.0000",479.0000,"3,818.0000","16,417.0000",524.0000,"4,009.0000",0.0915,0.0991
70,"16,416.0000",236.0000,"2,543.0000","16,416.0000",256.0000,"2,543.0000","16,416.0000",228.0000,"2,365.0000","16,416.0000",310.0000,"2,886.0000","16,416.0000",348.0000,"3,116.0000","16,416.0000",393.0000,"3,366.0000","16,416.0000",424.0000,"3,534.0000","16,416.0000",458.0000,"3,711.0000","16,416.0000",500.0000,"3,896.0000","16,416.0000",549.0000,"4,091.0000",0.0928,0.1007
71,"16,404.0000",245.0000,"2,594.0000","16,404.0000",265.0000,"2,594.0000","16,404.0000",237.0000,"2,412.0000","16,404.0000",320.0000,"2,943.0000","16,404.0000",360.0000,"3,178.0000","16,404.0000",406.0000,"3,432.0000","16,404.0000",438.0000,"3,604.0000","16,404.0000",476.0000,"3,784.0000","16,404.0000",520.0000,"3,974.0000","16,404.0000",573.0000,"4,172.0000",0.0944,0.1022
72,"16,420.0000",251.0000,"2,654.0000","16,420.0000",274.0000,"2,654.0000","16,420.0000",244.0000,"2,468.0000","16,420.0000",330.0000,"3,011.0000","16,420.0000",372.0000,"3,252.0000","16,420.0000",419.0000,"3,512.0000","16,420.0000",453.0000,"3,688.0000","16,420.0000",493.0000,"3,872.0000","16,420.0000",541.0000,"4,066.0000","16,420.0000",596.0000,"4,269.0000",0.0946,0.1032
73,"16,405.0000",258.0000,"2,712.0000","16,405.0000",282.0000,"2,712.0000","16,405.0000",253.0000,"2,522.0000","16,405.0000",341.0000,"3,077.0000","16,405.0000",384.0000,"3,323.0000","16,405.0000",433.0000,"3,589.0000","16,405.0000",470.0000,"3,769.0000","16,405.0000",513.0000,"3,957.0000","16,405.0000",564.0000,"4,155.0000","16,405.0000",622.0000,"4,363.0000",0.0951,0.1040
74,"16,410.0000",267.0000,"2,777.0000","16,410.0000",293.0000,"2,777.0000","16,410.0000",262.0000,"2,582.0000","16,410.0000",354.0000,"3,151.0000","16,410.0000",399.0000,"3,403.0000","16,410.0000",450.0000,"3,675.0000","16,410.0000",490.0000,"3,859.0000","16,410.0000",537.0000,"4,052.0000","16,410.0000",592.0000,"4,254.0000","16,410.0000",651.0000,"4,467.0000",0.0961,0.1055
75,"16,412.0000",277.0000,"2,847.0000","16,412.0000",303.0000,"2,847.0000","16,412.0000",272.0000,"2,648.0000","16,412.0000",367.0000,"3,230.0000","16,412.0000",414.0000,"3,489.0000","16,412.0000",469.0000,"3,768.0000","16,412.0000",511.0000,"3,956.0000","16,412.0000",563.0000,"4,154.0000","16,412.0000",620.0000,"4,361.0000","16,412.0000",680.0000,"4,580.0000",0.0973,0.1064
76,"16,417.0000",282.0000,"2,923.0000","16,417.0000",314.0000,"2,923.0000","16,417.0000",282.0000,"2,719.0000","16,417.0000",381.0000,"3,317.0000","16,417.0000",430.0000,"3,582.0000","16,417.0000",489.0000,"3,868.0000","16,417.0000",536.0000,"4,062.0000","16,417.0000",591.0000,"4,265.0000","16,417.0000",650.0000,"4,478.0000","16,417.0000",711.0000,"4,702.0000",0.0965,0.1074
77,"16,410.0000",295.0000,"3,001.0000","16,410.0000",327.0000,"3,001.0000","16,410.0000",293.0000,"2,791.0000","16,410.0000",397.0000,"3,404.0000","16,410.0000",448.0000,"3,677.0000","16,410.0000",513.0000,"3,971.0000","16,410.0000",565.0000,"4,170.0000","16,410.0000",622.0000,"4,378.0000","16,410.0000",682.0000,"4,597.0000","16,410.0000",746.0000,"4,827.0000",0.0983,0.1090
78,"16,417.0000",307.0000,"3,086.0000","16,417.0000",342.0000,"3,086.0000","16,417.0000",307.0000,"2,870.0000","16,417.0000",416.0000,"3,501.0000","16,417.0000",471.0000,"3,781.0000","16,417.0000",544.0000,"4,084.0000","16,417.0000",599.0000,"4,288.0000","16,417.0000",658.0000,"4,502.0000","16,417.0000",721.0000,"4,727.0000","16,417.0000",786.0000,"4,964.0000",0.0995,0.1108
79,"16,410.0000",319.0000,"3,173.0000","16,410.0000",356.0000,"3,173.0000","16,410.0000",319.0000,"2,951.0000","16,410.0000",433.0000,"3,600.0000","16,410.0000",493.0000,"3,889.0000","16,410.0000",573.0000,"4,200.0000","16,410.0000",630.0000,"4,410.0000","16,410.0000",691.0000,"4,630.0000","16,410.0000",755.0000,"4,862.0000","16,410.0000",822.0000,"5,105.0000",0.1005,0.1122
80,"16,410.0000",329.0000,"3,269.0000","16,410.0000",373.0000,"3,269.0000","16,410.0000",333.0000,"3,040.0000","16,410.0000",455.0000,"3,709.0000","16,410.0000",522.0000,"4,005.0000","16,410.0000",608.0000,"4,326.0000","16,410.0000",667.0000,"4,542.0000","16,410.0000",730.0000,"4,769.0000","16,410.0000",796.0000,"5,008.0000","16,410.0000",865.0000,"5,258.0000",0.1006,0.1141
81,"16,415.0000",346.0000,"3,375.0000","16,415.0000",392.0000,"3,375.0000","16,415.0000",350.0000,"3,139.0000","16,415.0000",481.0000,"3,830.0000","16,415.0000",557.0000,"4,136.0000","16,415.0000",648.0000,"4,467.0000","16,415.0000",709.0000,"4,690.0000","16,415.0000",774.0000,"4,925.0000","16,415.0000",842.0000,"5,171.0000","16,415.0000",914.0000,"5,430.0000",0.1025,0.1161
82,"16,410.0000",360.0000,"3,490.0000","16,410.0000",413.0000,"3,490.0000","16,410.0000",368.0000,"3,246.0000","16,410.0000",510.0000,"3,960.0000","16,410.0000",594.0000,"4,277.0000","16,410.0000",688.0000,"4,619.0000","16,410.0000",752.0000,"4,850.0000","16,410.0000",819.0000,"5,092.0000","16,410.0000",889.0000,"5,347.0000","16,410.0000",963.0000,"5,614.0000",0.1032,0.1183
